Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Sri-Lanka,Ketchup,31,['Tomato'],4,Good,50,1550,2025-07-10,2025-08-26,2025-10-08,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Toffee,88,['Sugar'],5,Excellent,15,1320,2023-07-17,2023-09-12,2023-10-15,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,15,['Cumin'],3,Average,35,525,2025-02-26,2025-04-07,2025-05-27,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Ketchup,77,['Tomato'],5,Excellent,55,4235,2022-03-13,2022-03-25,2022-06-11,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Ketchup,33,['Tomato'],2,Poor,50,1650,2020-08-06,2020-08-27,2020-11-04,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,28,['Maize'],0,No Feedback,60,1680,2020-02-03,2020-03-15,2020-05-03,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Banana Chips,42,['Banana'],3,Average,35,1470,2025-04-30,2025-06-20,2025-07-29,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bhutan,Toffee,71,['Sugar'],1,Very Poor,15,1065,2020-10-22,2020-11-24,2021-01-20,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Maggi,80,['Wheat'],0,No Feedback,25,2000,2021-03-01,2021-05-21,2021-05-30,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Nachos,68,['Maize'],5,Excellent,65,4420,2024-10-01,2024-11-04,2024-12-30,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,84,"['Barley', 'Sugar']",0,No Feedback,80,6720,2021-06-21,2021-08-26,2021-09-19,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Cookie,50,"['Barley', 'Sugar']",2,Poor,105,5250,2023-06-21,2023-08-16,2023-09-19,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Maggi,21,['Wheat'],1,Very Poor,15,315,2021-09-12,2021-11-13,2021-12-11,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Khari,28,['Cumin'],5,Excellent,40,1120,2023-08-30,2023-11-07,2023-11-28,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Toffee,73,['Sugar'],0,No Feedback,15,1095,2020-04-27,2020-05-30,2020-07-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Toffee,73,['Sugar'],5,Excellent,20,1460,2025-06-28,2025-08-03,2025-09-26,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Banana Chips,90,['Banana'],0,No Feedback,30,2700,2024-12-12,2024-12-23,2025-03-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Khari,57,['Cumin'],3,Average,40,2280,2020-04-07,2020-05-03,2020-07-06,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Biscuit,63,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,18,1134,2022-08-16,2022-10-15,2022-11-14,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Khari,78,['Cumin'],2,Poor,35,2730,2021-02-04,2021-04-18,2021-05-05,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Maggi,35,['Wheat'],3,Average,35,1225,2025-03-11,2025-05-16,2025-06-09,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Ketchup,31,['Tomato'],0,No Feedback,55,1705,2024-06-01,2024-07-23,2024-08-30,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Cookie,15,"['Barley', 'Sugar']",3,Average,75,1125,2022-09-11,2022-09-25,2022-12-10,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Pasta,91,"['Wheat', 'Barley']",1,Very Poor,95,8645,2023-10-01,2023-12-23,2023-12-30,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Ketchup,93,['Tomato'],2,Poor,60,5580,2021-09-27,2021-12-21,2021-12-26,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Maggi,86,['Wheat'],3,Average,25,2150,2023-01-29,2023-04-07,2023-04-29,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Banana Chips,53,['Banana'],4,Good,30,1590,2021-07-23,2021-09-03,2021-10-21,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Khari,71,['Cumin'],0,No Feedback,45,3195,2020-10-18,2021-01-10,2021-01-16,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Maggi,37,['Wheat'],2,Poor,25,925,2020-01-26,2020-02-15,2020-04-25,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Ketchup,88,['Tomato'],4,Good,60,5280,2023-02-12,2023-05-05,2023-05-13,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Pasta,59,"['Wheat', 'Barley']",5,Excellent,120,7080,2021-06-23,2021-07-03,2021-09-21,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Sri-Lanka,Nachos,49,['Maize'],0,No Feedback,45,2205,2023-05-19,2023-06-21,2023-08-17,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Biscuit,52,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,1248,2021-09-30,2021-10-20,2021-12-29,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Khari,59,['Cumin'],3,Average,40,2360,2024-05-06,2024-06-07,2024-08-04,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Nachos,78,['Maize'],3,Average,65,5070,2021-11-05,2021-12-29,2022-02-03,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Biscuit,47,"['Wheat', 'Sugar', 'Barley']",4,Good,22,1034,2023-09-13,2023-12-01,2023-12-12,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Banana Chips,68,['Banana'],5,Excellent,35,2380,2023-10-13,2023-10-24,2024-01-11,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pie,25,['Sugar'],2,Poor,55,1375,2021-07-16,2021-09-04,2021-10-14,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Nachos,28,['Maize'],3,Average,45,1260,2022-12-30,2023-03-24,2023-03-30,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Pasta,66,"['Wheat', 'Barley']",2,Poor,100,6600,2024-04-09,2024-05-14,2024-07-08,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Nachos,84,['Maize'],0,No Feedback,65,5460,2022-03-12,2022-05-24,2022-06-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Cookie,62,"['Barley', 'Sugar']",5,Excellent,95,5890,2021-06-10,2021-07-25,2021-09-08,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Ketchup,76,['Tomato'],4,Good,45,3420,2021-04-05,2021-04-28,2021-07-04,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Sri-Lanka,Pie,85,['Sugar'],5,Excellent,35,2975,2023-12-17,2024-01-31,2024-03-16,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,32,['Maize'],3,Average,60,1920,2023-04-16,2023-05-10,2023-07-15,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Cookie,86,"['Barley', 'Sugar']",1,Very Poor,95,8170,2023-08-10,2023-09-18,2023-11-08,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Biscuit,62,"['Wheat', 'Sugar', 'Barley']",2,Poor,22,1364,2024-08-23,2024-10-01,2024-11-21,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Biscuit,40,"['Wheat', 'Sugar', 'Barley']",4,Good,24,960,2024-12-04,2025-01-19,2025-03-04,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Pie,50,['Sugar'],1,Very Poor,25,1250,2021-07-19,2021-09-12,2021-10-17,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Biscuit,83,"['Wheat', 'Sugar', 'Barley']",2,Poor,22,1826,2022-07-21,2022-10-10,2022-10-19,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Pie,17,['Sugar'],0,No Feedback,35,595,2025-01-06,2025-03-19,2025-04-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Cookie,40,"['Barley', 'Sugar']",0,No Feedback,95,3800,2021-04-14,2021-06-19,2021-07-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Biscuit,62,"['Wheat', 'Sugar', 'Barley']",5,Excellent,15,930,2023-03-29,2023-05-11,2023-06-27,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Ketchup,51,['Tomato'],5,Excellent,45,2295,2024-06-12,2024-07-15,2024-09-10,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Banana Chips,41,['Banana'],5,Excellent,45,1845,2020-11-07,2020-12-03,2021-02-05,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,93,['Maize'],0,No Feedback,60,5580,2020-11-06,2020-11-23,2021-02-04,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pasta,28,"['Wheat', 'Barley']",0,No Feedback,120,3360,2022-11-01,2022-11-26,2023-01-30,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Maggi,74,['Wheat'],2,Poor,15,1110,2021-04-11,2021-05-17,2021-07-10,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Pie,51,['Sugar'],1,Very Poor,55,2805,2022-11-30,2022-12-12,2023-02-28,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Banana Chips,61,['Banana'],1,Very Poor,40,2440,2021-02-24,2021-05-18,2021-05-25,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bhutan,Khari,67,['Cumin'],0,No Feedback,45,3015,2020-05-26,2020-06-12,2020-08-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Biscuit,89,"['Wheat', 'Sugar', 'Barley']",4,Good,25,2225,2022-12-19,2023-03-01,2023-03-19,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Nachos,37,['Maize'],5,Excellent,75,2775,2025-06-16,2025-07-15,2025-09-14,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Maggi,96,['Wheat'],0,No Feedback,25,2400,2021-06-07,2021-08-20,2021-09-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Khari,19,['Cumin'],0,No Feedback,20,380,2024-05-05,2024-07-08,2024-08-03,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Maggi,11,['Wheat'],2,Poor,15,165,2022-06-19,2022-08-19,2022-09-17,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Biscuit,67,"['Wheat', 'Sugar', 'Barley']",3,Average,20,1340,2021-03-18,2021-04-05,2021-06-16,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Khari,80,['Cumin'],1,Very Poor,20,1600,2023-10-14,2023-11-22,2024-01-12,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Maggi,34,['Wheat'],0,No Feedback,25,850,2023-10-11,2023-11-13,2024-01-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pie,51,['Sugar'],1,Very Poor,50,2550,2021-01-29,2021-02-21,2021-04-29,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Pasta,50,"['Wheat', 'Barley']",3,Average,75,3750,2020-06-16,2020-08-22,2020-09-14,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Cookie,34,"['Barley', 'Sugar']",2,Poor,95,3230,2020-12-08,2021-02-19,2021-03-08,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Toffee,11,['Sugar'],4,Good,20,220,2024-03-31,2024-05-13,2024-06-29,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Khari,46,['Cumin'],5,Excellent,35,1610,2025-06-04,2025-07-21,2025-09-02,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Sri-Lanka,Pie,74,['Sugar'],2,Poor,35,2590,2021-11-29,2021-12-11,2022-02-27,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,43,['Cumin'],2,Poor,35,1505,2020-01-19,2020-02-13,2020-04-18,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Banana Chips,99,['Banana'],0,No Feedback,30,2970,2021-12-06,2021-12-24,2022-03-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Cookie,23,"['Barley', 'Sugar']",3,Average,105,2415,2020-02-19,2020-05-13,2020-05-19,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pie,54,['Sugar'],3,Average,30,1620,2025-02-24,2025-03-17,2025-05-25,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Banana Chips,70,['Banana'],5,Excellent,45,3150,2021-01-18,2021-04-09,2021-04-18,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Ketchup,79,['Tomato'],0,No Feedback,50,3950,2025-07-17,2025-08-06,2025-10-15,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Khari,58,['Cumin'],5,Excellent,35,2030,2024-03-15,2024-05-19,2024-06-13,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
India,Ketchup,60,['Tomato'],5,Excellent,60,3600,2025-07-07,2025-09-16,2025-10-05,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Ketchup,58,['Tomato'],4,Good,65,3770,2023-01-21,2023-02-24,2023-04-21,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Pie,89,['Sugar'],1,Very Poor,50,4450,2024-06-12,2024-07-24,2024-09-10,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Toffee,58,['Sugar'],2,Poor,15,870,2025-01-22,2025-03-17,2025-04-22,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Maggi,88,['Wheat'],1,Very Poor,15,1320,2024-03-17,2024-04-10,2024-06-15,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Biscuit,39,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,936,2022-04-11,2022-07-03,2022-07-10,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Toffee,20,['Sugar'],2,Poor,15,300,2023-04-24,2023-05-31,2023-07-23,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Maggi,76,['Wheat'],5,Excellent,25,1900,2022-07-27,2022-09-10,2022-10-25,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Toffee,31,['Sugar'],4,Good,15,465,2025-02-27,2025-04-02,2025-05-28,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Ketchup,69,['Tomato'],1,Very Poor,55,3795,2023-10-10,2023-11-04,2024-01-08,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Biscuit,52,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,780,2022-08-10,2022-08-29,2022-11-08,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Khari,79,['Cumin'],1,Very Poor,35,2765,2024-12-30,2025-03-14,2025-03-30,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bangladesh,Pie,79,['Sugar'],3,Average,30,2370,2022-10-15,2022-10-29,2023-01-13,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bhutan,Nachos,57,['Maize'],1,Very Poor,75,4275,2025-04-02,2025-04-16,2025-07-01,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bhutan,Pasta,15,"['Wheat', 'Barley']",4,Good,105,1575,2023-04-29,2023-06-07,2023-07-28,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Khari,92,['Cumin'],4,Good,35,3220,2025-06-14,2025-07-26,2025-09-12,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Ketchup,11,['Tomato'],3,Average,55,605,2024-11-22,2024-12-04,2025-02-20,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Pasta,81,"['Wheat', 'Barley']",0,No Feedback,100,8100,2020-10-16,2020-12-24,2021-01-14,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Nachos,30,['Maize'],3,Average,60,1800,2023-11-25,2024-02-15,2024-02-23,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Pasta,30,"['Wheat', 'Barley']",4,Good,100,3000,2024-05-23,2024-06-27,2024-08-21,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Toffee,12,['Sugar'],4,Good,12,144,2023-09-28,2023-10-11,2023-12-27,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Biscuit,86,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,2150,2022-07-16,2022-08-23,2022-10-14,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Cookie,21,"['Barley', 'Sugar']",5,Excellent,100,2100,2021-04-05,2021-05-12,2021-07-04,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Pie,60,['Sugar'],2,Poor,45,2700,2022-12-01,2023-01-10,2023-03-01,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Pasta,86,"['Wheat', 'Barley']",0,No Feedback,105,9030,2024-08-24,2024-10-28,2024-11-22,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Cookie,94,"['Barley', 'Sugar']",0,No Feedback,75,7050,2023-09-20,2023-10-24,2023-12-19,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Biscuit,82,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,22,1804,2020-03-05,2020-04-01,2020-06-03,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Ketchup,94,['Tomato'],4,Good,50,4700,2020-05-30,2020-08-16,2020-08-28,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Pakistan,Banana Chips,79,['Banana'],1,Very Poor,30,2370,2023-05-19,2023-08-03,2023-08-17,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bangladesh,Nachos,98,['Maize'],2,Poor,35,3430,2025-01-24,2025-03-14,2025-04-24,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,23,['Cumin'],5,Excellent,35,805,2020-11-18,2020-12-28,2021-02-16,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,96,"['Barley', 'Sugar']",3,Average,75,7200,2024-04-24,2024-06-23,2024-07-23,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Banana Chips,62,['Banana'],4,Good,40,2480,2025-06-05,2025-08-14,2025-09-03,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Toffee,89,['Sugar'],4,Good,15,1335,2022-12-27,2023-01-31,2023-03-27,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Biscuit,10,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,240,2023-10-04,2023-11-22,2024-01-02,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Ketchup,48,['Tomato'],3,Average,65,3120,2023-04-05,2023-06-05,2023-07-04,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Pie,79,['Sugar'],5,Excellent,30,2370,2023-11-22,2024-01-08,2024-02-20,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Nachos,12,['Maize'],4,Good,55,660,2023-02-27,2023-03-10,2023-05-28,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Nachos,38,['Maize'],3,Average,65,2470,2024-08-05,2024-09-30,2024-11-03,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Khari,99,['Cumin'],5,Excellent,25,2475,2021-05-13,2021-06-09,2021-08-11,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,12,['Maize'],4,Good,60,720,2022-11-20,2023-01-26,2023-02-18,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Cookie,33,"['Barley', 'Sugar']",0,No Feedback,100,3300,2025-01-11,2025-03-18,2025-04-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Toffee,34,['Sugar'],4,Good,15,510,2020-07-22,2020-10-12,2020-10-20,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Maggi,15,['Wheat'],0,No Feedback,25,375,2024-01-31,2024-03-24,2024-04-30,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Ketchup,66,['Tomato'],4,Good,65,4290,2021-04-01,2021-06-22,2021-06-30,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Cookie,72,"['Barley', 'Sugar']",2,Poor,75,5400,2021-10-01,2021-12-10,2021-12-30,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Maggi,12,['Wheat'],5,Excellent,25,300,2020-09-13,2020-11-18,2020-12-12,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Banana Chips,99,['Banana'],5,Excellent,35,3465,2021-10-30,2022-01-20,2022-01-28,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Nachos,52,['Maize'],1,Very Poor,75,3900,2023-04-04,2023-06-05,2023-07-03,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Cookie,42,"['Barley', 'Sugar']",0,No Feedback,75,3150,2024-03-06,2024-04-30,2024-06-04,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Biscuit,75,"['Wheat', 'Sugar', 'Barley']",3,Average,24,1800,2020-02-07,2020-04-08,2020-05-07,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Maggi,15,['Wheat'],0,No Feedback,25,375,2022-12-17,2023-02-24,2023-03-17,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Biscuit,67,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,18,1206,2021-01-20,2021-04-11,2021-04-20,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Pie,34,['Sugar'],5,Excellent,25,850,2021-05-28,2021-07-08,2021-08-26,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Nachos,93,['Maize'],4,Good,35,3255,2021-03-27,2021-05-14,2021-06-25,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Ketchup,63,['Tomato'],0,No Feedback,60,3780,2021-02-08,2021-04-18,2021-05-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Pie,15,['Sugar'],1,Very Poor,45,675,2021-08-02,2021-09-15,2021-10-31,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Ketchup,92,['Tomato'],3,Average,65,5980,2025-07-21,2025-10-02,2025-10-19,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Cookie,14,"['Barley', 'Sugar']",2,Poor,85,1190,2023-06-12,2023-07-07,2023-09-10,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Toffee,29,['Sugar'],2,Poor,12,348,2020-10-06,2020-12-13,2021-01-04,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Ketchup,70,['Tomato'],3,Average,55,3850,2023-12-24,2024-03-05,2024-03-23,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Ketchup,48,['Tomato'],2,Poor,65,3120,2024-01-04,2024-01-24,2024-04-03,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Pasta,46,"['Wheat', 'Barley']",0,No Feedback,100,4600,2020-07-16,2020-08-07,2020-10-14,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Maggi,50,['Wheat'],5,Excellent,35,1750,2020-04-15,2020-06-15,2020-07-14,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Nachos,93,['Maize'],2,Poor,35,3255,2021-04-17,2021-05-25,2021-07-16,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
