Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review
Nepal,Khari,43,['Cumin'],2,Poor,35,1505,2020-01-19,2020-02-13,2020-04-18,Not what I expected.
Pakistan,Banana Chips,99,['Banana'],0,No Feedback,30,2970,2021-12-06,2021-12-24,2022-03-06,No feedback
Bhutan,Cookie,23,"['Barley', 'Sugar']",3,Average,105,2415,2020-02-19,2020-05-13,2020-05-19,Decent product overall.
Bangladesh,Pie,54,['Sugar'],3,Average,30,1620,2025-02-24,2025-03-17,2025-05-25,Decent product overall.
Nepal,Banana Chips,70,['Banana'],5,Excellent,45,3150,2021-01-18,2021-04-09,2021-04-18,Exceeded my expectations!
Sri-Lanka,Ketchup,79,['Tomato'],0,No Feedback,50,3950,2025-07-17,2025-08-06,2025-10-15,No feedback
Nepal,Khari,58,['Cumin'],5,Excellent,35,2030,2024-03-15,2024-05-19,2024-06-13,Outstanding product quality!
India,Ketchup,60,['Tomato'],5,Excellent,60,3600,2025-07-07,2025-09-16,2025-10-05,Outstanding product quality!
Bhutan,Ketchup,58,['Tomato'],4,Good,65,3770,2023-01-21,2023-02-24,2023-04-21,Quite happy with the product.
India,Pie,89,['Sugar'],1,Very Poor,50,4450,2024-06-12,2024-07-24,2024-09-10,Very poor quality.
Nepal,Toffee,58,['Sugar'],2,Poor,15,870,2025-01-22,2025-03-17,2025-04-22,Not what I expected.
Pakistan,Maggi,88,['Wheat'],1,Very Poor,15,1320,2024-03-17,2024-04-10,2024-06-15,Would not recommend.
Nepal,Biscuit,39,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,936,2022-04-11,2022-07-03,2022-07-10,Not what I expected.
Nepal,Toffee,20,['Sugar'],2,Poor,15,300,2023-04-24,2023-05-31,2023-07-23,Below average product.
Nepal,Maggi,76,['Wheat'],5,Excellent,25,1900,2022-07-27,2022-09-10,2022-10-25,Outstanding product quality!
Bhutan,Toffee,31,['Sugar'],4,Good,15,465,2025-02-27,2025-04-02,2025-05-28,Quite happy with the product.
Nepal,Ketchup,69,['Tomato'],1,Very Poor,55,3795,2023-10-10,2023-11-04,2024-01-08,Very poor quality.
Pakistan,Biscuit,52,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,780,2022-08-10,2022-08-29,2022-11-08,Disappointed with the product.
Nepal,Khari,79,['Cumin'],1,Very Poor,35,2765,2024-12-30,2025-03-14,2025-03-30,Very poor quality.
Bangladesh,Pie,79,['Sugar'],3,Average,30,2370,2022-10-15,2022-10-29,2023-01-13,Decent product overall.
Bhutan,Nachos,57,['Maize'],1,Very Poor,75,4275,2025-04-02,2025-04-16,2025-07-01,Would not recommend.
Bhutan,Pasta,15,"['Wheat', 'Barley']",4,Good,105,1575,2023-04-29,2023-06-07,2023-07-28,Quite happy with the product.
Nepal,Khari,92,['Cumin'],4,Good,35,3220,2025-06-14,2025-07-26,2025-09-12,"Good product, no issues."
Nepal,Ketchup,11,['Tomato'],3,Average,55,605,2024-11-22,2024-12-04,2025-02-20,Okay for the price.
Sri-Lanka,Pasta,81,"['Wheat', 'Barley']",0,No Feedback,100,8100,2020-10-16,2020-12-24,2021-01-14,No feedback
Pakistan,Nachos,30,['Maize'],3,Average,60,1800,2023-11-25,2024-02-15,2024-02-23,Okay for the price.
Sri-Lanka,Pasta,30,"['Wheat', 'Barley']",4,Good,100,3000,2024-05-23,2024-06-27,2024-08-21,Quite happy with the product.
Pakistan,Toffee,12,['Sugar'],4,Good,12,144,2023-09-28,2023-10-11,2023-12-27,Satisfactory purchase.
Bhutan,Biscuit,86,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,2150,2022-07-16,2022-08-23,2022-10-14,No feedback
India,Cookie,21,"['Barley', 'Sugar']",5,Excellent,100,2100,2021-04-05,2021-05-12,2021-07-04,Absolutely loved it!
Nepal,Pie,60,['Sugar'],2,Poor,45,2700,2022-12-01,2023-01-10,2023-03-01,"Not great, needs improvement."
Bhutan,Pasta,86,"['Wheat', 'Barley']",0,No Feedback,105,9030,2024-08-24,2024-10-28,2024-11-22,No feedback
Pakistan,Cookie,94,"['Barley', 'Sugar']",0,No Feedback,75,7050,2023-09-20,2023-10-24,2023-12-19,No feedback
Sri-Lanka,Biscuit,82,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,22,1804,2020-03-05,2020-04-01,2020-06-03,Would not recommend.
Sri-Lanka,Ketchup,94,['Tomato'],4,Good,50,4700,2020-05-30,2020-08-16,2020-08-28,"Good product, no issues."
Pakistan,Banana Chips,79,['Banana'],1,Very Poor,30,2370,2023-05-19,2023-08-03,2023-08-17,Very poor quality.
Bangladesh,Nachos,98,['Maize'],2,Poor,35,3430,2025-01-24,2025-03-14,2025-04-24,Below average product.
Nepal,Khari,23,['Cumin'],5,Excellent,35,805,2020-11-18,2020-12-28,2021-02-16,Exceeded my expectations!
Pakistan,Cookie,96,"['Barley', 'Sugar']",3,Average,75,7200,2024-04-24,2024-06-23,2024-07-23,Decent product overall.
India,Banana Chips,62,['Banana'],4,Good,40,2480,2025-06-05,2025-08-14,2025-09-03,"Good product, no issues."
Bhutan,Toffee,89,['Sugar'],4,Good,15,1335,2022-12-27,2023-01-31,2023-03-27,"Good product, no issues."
Nepal,Biscuit,10,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,240,2023-10-04,2023-11-22,2024-01-02,No feedback
Bhutan,Ketchup,48,['Tomato'],3,Average,65,3120,2023-04-05,2023-06-05,2023-07-04,"Average product, nothing special."
Bangladesh,Pie,79,['Sugar'],5,Excellent,30,2370,2023-11-22,2024-01-08,2024-02-20,Exceeded my expectations!
Nepal,Nachos,12,['Maize'],4,Good,55,660,2023-02-27,2023-03-10,2023-05-28,Satisfactory purchase.
India,Nachos,38,['Maize'],3,Average,65,2470,2024-08-05,2024-09-30,2024-11-03,Decent product overall.
Pakistan,Khari,99,['Cumin'],5,Excellent,25,2475,2021-05-13,2021-06-09,2021-08-11,Exceeded my expectations!
Pakistan,Nachos,12,['Maize'],4,Good,60,720,2022-11-20,2023-01-26,2023-02-18,Quite happy with the product.
India,Cookie,33,"['Barley', 'Sugar']",0,No Feedback,100,3300,2025-01-11,2025-03-18,2025-04-11,No feedback
Bhutan,Toffee,34,['Sugar'],4,Good,15,510,2020-07-22,2020-10-12,2020-10-20,"Good product, no issues."
Nepal,Maggi,15,['Wheat'],0,No Feedback,25,375,2024-01-31,2024-03-24,2024-04-30,No feedback
Bhutan,Ketchup,66,['Tomato'],4,Good,65,4290,2021-04-01,2021-06-22,2021-06-30,Quite happy with the product.
Pakistan,Cookie,72,"['Barley', 'Sugar']",2,Poor,75,5400,2021-10-01,2021-12-10,2021-12-30,Not what I expected.
Bhutan,Maggi,12,['Wheat'],5,Excellent,25,300,2020-09-13,2020-11-18,2020-12-12,Absolutely loved it!
Bangladesh,Banana Chips,99,['Banana'],5,Excellent,35,3465,2021-10-30,2022-01-20,2022-01-28,Outstanding product quality!
Bhutan,Nachos,52,['Maize'],1,Very Poor,75,3900,2023-04-04,2023-06-05,2023-07-03,Disappointed with the product.
Pakistan,Cookie,42,"['Barley', 'Sugar']",0,No Feedback,75,3150,2024-03-06,2024-04-30,2024-06-04,No feedback
Nepal,Biscuit,75,"['Wheat', 'Sugar', 'Barley']",3,Average,24,1800,2020-02-07,2020-04-08,2020-05-07,Okay for the price.
India,Maggi,15,['Wheat'],0,No Feedback,25,375,2022-12-17,2023-02-24,2023-03-17,No feedback
Bangladesh,Biscuit,67,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,18,1206,2021-01-20,2021-04-11,2021-04-20,Disappointed with the product.
Pakistan,Pie,34,['Sugar'],5,Excellent,25,850,2021-05-28,2021-07-08,2021-08-26,Outstanding product quality!
Bangladesh,Nachos,93,['Maize'],4,Good,35,3255,2021-03-27,2021-05-14,2021-06-25,Quite happy with the product.
India,Ketchup,63,['Tomato'],0,No Feedback,60,3780,2021-02-08,2021-04-18,2021-05-09,No feedback
Nepal,Pie,15,['Sugar'],1,Very Poor,45,675,2021-08-02,2021-09-15,2021-10-31,Disappointed with the product.
Bhutan,Ketchup,92,['Tomato'],3,Average,65,5980,2025-07-21,2025-10-02,2025-10-19,"Average product, nothing special."
Sri-Lanka,Cookie,14,"['Barley', 'Sugar']",2,Poor,85,1190,2023-06-12,2023-07-07,2023-09-10,Below average product.
Pakistan,Toffee,29,['Sugar'],2,Poor,12,348,2020-10-06,2020-12-13,2021-01-04,Below average product.
Pakistan,Ketchup,70,['Tomato'],3,Average,55,3850,2023-12-24,2024-03-05,2024-03-23,"Average product, nothing special."
Bhutan,Ketchup,48,['Tomato'],2,Poor,65,3120,2024-01-04,2024-01-24,2024-04-03,"Not great, needs improvement."
Sri-Lanka,Pasta,46,"['Wheat', 'Barley']",0,No Feedback,100,4600,2020-07-16,2020-08-07,2020-10-14,No feedback
Bangladesh,Maggi,50,['Wheat'],5,Excellent,35,1750,2020-04-15,2020-06-15,2020-07-14,Outstanding product quality!
Bangladesh,Nachos,93,['Maize'],2,Poor,35,3255,2021-04-17,2021-05-25,2021-07-16,Below average product.
Bhutan,Banana Chips,94,['Banana'],3,Average,45,4230,2024-12-20,2025-01-04,2025-03-20,"Average product, nothing special."
Bhutan,Banana Chips,47,['Banana'],3,Average,45,2115,2023-06-09,2023-07-18,2023-09-07,Decent product overall.
India,Nachos,19,['Maize'],4,Good,65,1235,2024-06-28,2024-08-11,2024-09-26,Satisfactory purchase.
Pakistan,Ketchup,43,['Tomato'],2,Poor,55,2365,2023-11-26,2024-01-10,2024-02-24,Not what I expected.
Pakistan,Pie,23,['Sugar'],5,Excellent,25,575,2021-09-06,2021-11-10,2021-12-05,Exceeded my expectations!
Bhutan,Nachos,70,['Maize'],1,Very Poor,75,5250,2020-10-20,2020-12-07,2021-01-18,Very poor quality.
Sri-Lanka,Banana Chips,77,['Banana'],5,Excellent,25,1925,2025-01-18,2025-04-06,2025-04-18,Absolutely loved it!
Bangladesh,Banana Chips,78,['Banana'],4,Good,35,2730,2022-03-28,2022-06-13,2022-06-26,"Good product, no issues."
Bhutan,Cookie,82,"['Barley', 'Sugar']",5,Excellent,105,8610,2025-07-12,2025-09-13,2025-10-10,Outstanding product quality!
Nepal,Nachos,34,['Maize'],5,Excellent,55,1870,2023-06-15,2023-07-22,2023-09-13,Outstanding product quality!
India,Biscuit,90,"['Wheat', 'Sugar', 'Barley']",3,Average,20,1800,2022-09-02,2022-11-26,2022-12-01,Okay for the price.
Bangladesh,Pie,22,['Sugar'],3,Average,30,660,2022-02-23,2022-03-10,2022-05-24,Okay for the price.
Bhutan,Pie,59,['Sugar'],1,Very Poor,55,3245,2021-03-22,2021-06-03,2021-06-20,Very poor quality.
Nepal,Toffee,81,['Sugar'],4,Good,15,1215,2020-11-10,2020-12-25,2021-02-08,Satisfactory purchase.
Bhutan,Biscuit,80,"['Wheat', 'Sugar', 'Barley']",3,Average,25,2000,2024-08-15,2024-10-24,2024-11-13,"Average product, nothing special."
India,Banana Chips,65,['Banana'],0,No Feedback,40,2600,2023-09-28,2023-11-02,2023-12-27,No feedback
Sri-Lanka,Toffee,24,['Sugar'],0,No Feedback,10,240,2024-11-03,2024-12-15,2025-02-01,No feedback
Sri-Lanka,Pasta,14,"['Wheat', 'Barley']",1,Very Poor,100,1400,2020-01-12,2020-03-14,2020-04-11,Disappointed with the product.
Nepal,Toffee,85,['Sugar'],5,Excellent,15,1275,2024-07-18,2024-10-04,2024-10-16,Absolutely loved it!
Sri-Lanka,Banana Chips,54,['Banana'],0,No Feedback,25,1350,2022-02-14,2022-03-11,2022-05-15,No feedback
Bhutan,Nachos,78,['Maize'],5,Excellent,75,5850,2020-08-27,2020-10-26,2020-11-25,Exceeded my expectations!
Sri-Lanka,Maggi,71,['Wheat'],4,Good,30,2130,2023-10-04,2023-12-24,2024-01-02,Satisfactory purchase.
Bangladesh,Khari,92,['Cumin'],1,Very Poor,20,1840,2024-03-17,2024-05-02,2024-06-15,Would not recommend.
Bangladesh,Ketchup,50,['Tomato'],1,Very Poor,45,2250,2024-11-29,2025-02-18,2025-02-27,Disappointed with the product.
Sri-Lanka,Khari,33,['Cumin'],3,Average,35,1155,2020-02-04,2020-04-24,2020-05-04,Okay for the price.
Nepal,Cookie,21,"['Barley', 'Sugar']",4,Good,95,1995,2024-01-10,2024-03-28,2024-04-09,Quite happy with the product.
Nepal,Ketchup,74,['Tomato'],3,Average,55,4070,2023-08-31,2023-09-26,2023-11-29,Decent product overall.
Pakistan,Banana Chips,26,['Banana'],1,Very Poor,30,780,2021-07-24,2021-09-13,2021-10-22,Very poor quality.
Nepal,Toffee,44,['Sugar'],3,Average,15,660,2022-12-02,2022-12-23,2023-03-02,"Average product, nothing special."
Pakistan,Pasta,83,"['Wheat', 'Barley']",4,Good,75,6225,2024-01-01,2024-02-21,2024-03-31,Satisfactory purchase.
India,Ketchup,31,['Tomato'],4,Good,60,1860,2023-04-30,2023-06-25,2023-07-29,Satisfactory purchase.
India,Cookie,40,"['Barley', 'Sugar']",0,No Feedback,100,4000,2021-09-06,2021-09-29,2021-12-05,No feedback
Nepal,Khari,79,['Cumin'],3,Average,35,2765,2025-02-27,2025-04-12,2025-05-28,"Average product, nothing special."
Bhutan,Ketchup,31,['Tomato'],1,Very Poor,65,2015,2023-04-08,2023-05-23,2023-07-07,Would not recommend.
Pakistan,Khari,31,['Cumin'],0,No Feedback,25,775,2022-03-02,2022-05-17,2022-05-31,No feedback
Bhutan,Biscuit,62,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,1550,2023-02-22,2023-04-28,2023-05-23,"Not great, needs improvement."
Sri-Lanka,Toffee,88,['Sugar'],4,Good,10,880,2024-02-27,2024-05-22,2024-05-27,"Good product, no issues."
Bhutan,Ketchup,88,['Tomato'],3,Average,65,5720,2021-07-29,2021-08-20,2021-10-27,"Average product, nothing special."
Pakistan,Maggi,85,['Wheat'],3,Average,15,1275,2020-11-07,2021-01-03,2021-02-05,"Average product, nothing special."
Sri-Lanka,Biscuit,31,"['Wheat', 'Sugar', 'Barley']",5,Excellent,22,682,2024-05-09,2024-06-19,2024-08-07,Exceeded my expectations!
Bhutan,Banana Chips,97,['Banana'],2,Poor,45,4365,2022-01-23,2022-03-16,2022-04-23,Not what I expected.
Pakistan,Cookie,80,"['Barley', 'Sugar']",2,Poor,75,6000,2020-05-15,2020-07-28,2020-08-13,Below average product.
Nepal,Nachos,63,['Maize'],1,Very Poor,55,3465,2023-07-05,2023-08-30,2023-10-03,Very poor quality.
Nepal,Maggi,48,['Wheat'],0,No Feedback,25,1200,2022-01-23,2022-04-03,2022-04-23,No feedback
Pakistan,Pasta,64,"['Wheat', 'Barley']",1,Very Poor,75,4800,2020-10-27,2020-11-20,2021-01-25,Very poor quality.
Pakistan,Pasta,11,"['Wheat', 'Barley']",5,Excellent,75,825,2020-11-18,2021-01-11,2021-02-16,Outstanding product quality!
Pakistan,Pie,73,['Sugar'],2,Poor,25,1825,2020-12-20,2021-02-14,2021-03-20,"Not great, needs improvement."
Bangladesh,Ketchup,19,['Tomato'],5,Excellent,45,855,2025-07-11,2025-08-19,2025-10-09,Outstanding product quality!
Nepal,Toffee,53,['Sugar'],2,Poor,15,795,2024-10-04,2024-11-17,2025-01-02,Not what I expected.
Bangladesh,Biscuit,27,"['Wheat', 'Sugar', 'Barley']",2,Poor,18,486,2024-10-19,2024-11-06,2025-01-17,Below average product.
India,Maggi,22,['Wheat'],2,Poor,25,550,2023-02-03,2023-02-26,2023-05-04,Not what I expected.
Bhutan,Toffee,39,['Sugar'],3,Average,15,585,2025-02-23,2025-03-25,2025-05-24,Decent product overall.
Pakistan,Khari,71,['Cumin'],0,No Feedback,25,1775,2025-03-04,2025-03-28,2025-06-02,No feedback
Bangladesh,Nachos,32,['Maize'],4,Good,35,1120,2023-07-11,2023-07-22,2023-10-09,Satisfactory purchase.
Bhutan,Cookie,69,"['Barley', 'Sugar']",5,Excellent,105,7245,2021-05-06,2021-06-11,2021-08-04,Outstanding product quality!
Nepal,Pasta,71,"['Wheat', 'Barley']",5,Excellent,100,7100,2022-05-03,2022-06-26,2022-08-01,Absolutely loved it!
India,Cookie,84,"['Barley', 'Sugar']",5,Excellent,100,8400,2020-06-14,2020-06-25,2020-09-12,Outstanding product quality!
Bangladesh,Toffee,91,['Sugar'],0,No Feedback,10,910,2022-05-17,2022-07-28,2022-08-15,No feedback
Bangladesh,Khari,36,['Cumin'],0,No Feedback,20,720,2021-05-01,2021-06-17,2021-07-30,No feedback
Sri-Lanka,Banana Chips,32,['Banana'],0,No Feedback,25,800,2024-05-14,2024-06-04,2024-08-12,No feedback
Bangladesh,Ketchup,23,['Tomato'],0,No Feedback,45,1035,2023-10-08,2023-11-29,2024-01-06,No feedback
Sri-Lanka,Ketchup,52,['Tomato'],1,Very Poor,50,2600,2024-07-24,2024-10-17,2024-10-22,Would not recommend.
Nepal,Toffee,42,['Sugar'],0,No Feedback,15,630,2025-04-15,2025-06-12,2025-07-14,No feedback
Pakistan,Pie,52,['Sugar'],1,Very Poor,25,1300,2025-02-12,2025-05-07,2025-05-13,Would not recommend.
Nepal,Ketchup,53,['Tomato'],3,Average,55,2915,2020-12-28,2021-01-23,2021-03-28,Decent product overall.
Bangladesh,Ketchup,91,['Tomato'],0,No Feedback,45,4095,2023-08-26,2023-11-05,2023-11-24,No feedback
India,Khari,55,['Cumin'],1,Very Poor,40,2200,2025-07-25,2025-08-10,2025-10-23,Very poor quality.
Pakistan,Pie,41,['Sugar'],2,Poor,25,1025,2023-07-07,2023-07-22,2023-10-05,"Not great, needs improvement."
Nepal,Maggi,25,['Wheat'],2,Poor,25,625,2024-02-22,2024-04-28,2024-05-22,"Not great, needs improvement."
Sri-Lanka,Biscuit,58,"['Wheat', 'Sugar', 'Barley']",5,Excellent,22,1276,2025-03-05,2025-05-19,2025-06-03,Outstanding product quality!
Nepal,Pie,69,['Sugar'],3,Average,45,3105,2025-03-15,2025-04-03,2025-06-13,Okay for the price.
Bangladesh,Nachos,95,['Maize'],0,No Feedback,35,3325,2025-02-22,2025-03-16,2025-05-23,No feedback
India,Ketchup,83,['Tomato'],1,Very Poor,60,4980,2023-02-23,2023-05-08,2023-05-24,Very poor quality.
Bhutan,Maggi,60,['Wheat'],1,Very Poor,25,1500,2024-03-27,2024-04-27,2024-06-25,Disappointed with the product.
India,Banana Chips,36,['Banana'],4,Good,40,1440,2024-04-14,2024-05-09,2024-07-13,Satisfactory purchase.
Bhutan,Khari,13,['Cumin'],4,Good,45,585,2024-02-13,2024-03-19,2024-05-13,"Good product, no issues."
Pakistan,Toffee,51,['Sugar'],3,Average,12,612,2023-05-26,2023-07-08,2023-08-24,Decent product overall.
Bangladesh,Pie,19,['Sugar'],4,Good,30,570,2020-03-14,2020-05-07,2020-06-12,Satisfactory purchase.
Nepal,Banana Chips,80,['Banana'],3,Average,45,3600,2024-01-22,2024-03-30,2024-04-21,Okay for the price.
Bhutan,Nachos,92,['Maize'],1,Very Poor,75,6900,2022-10-02,2022-10-26,2022-12-31,Disappointed with the product.
Bhutan,Biscuit,24,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,600,2021-04-10,2021-05-11,2021-07-09,Not what I expected.
Nepal,Cookie,36,"['Barley', 'Sugar']",4,Good,95,3420,2021-02-03,2021-03-06,2021-05-04,Satisfactory purchase.
Bhutan,Khari,44,['Cumin'],2,Poor,45,1980,2021-11-09,2022-01-16,2022-02-07,Not what I expected.
Pakistan,Khari,58,['Cumin'],5,Excellent,25,1450,2020-10-08,2020-12-29,2021-01-06,Absolutely loved it!
India,Biscuit,88,"['Wheat', 'Sugar', 'Barley']",5,Excellent,20,1760,2021-08-18,2021-10-01,2021-11-16,Absolutely loved it!
Bangladesh,Banana Chips,21,['Banana'],0,No Feedback,35,735,2022-12-06,2023-01-31,2023-03-06,No feedback
Nepal,Khari,13,['Cumin'],3,Average,35,455,2020-07-31,2020-09-22,2020-10-29,Decent product overall.
Nepal,Nachos,80,['Maize'],4,Good,55,4400,2024-09-27,2024-12-03,2024-12-26,"Good product, no issues."
Nepal,Maggi,66,['Wheat'],4,Good,25,1650,2022-11-03,2022-12-26,2023-02-01,Satisfactory purchase.
India,Maggi,58,['Wheat'],3,Average,25,1450,2025-04-24,2025-06-27,2025-07-23,Okay for the price.
India,Ketchup,63,['Tomato'],2,Poor,60,3780,2023-03-14,2023-04-30,2023-06-12,Not what I expected.
India,Pasta,57,"['Wheat', 'Barley']",5,Excellent,120,6840,2022-09-26,2022-11-13,2022-12-25,Absolutely loved it!
Bangladesh,Pasta,23,"['Wheat', 'Barley']",5,Excellent,95,2185,2022-10-10,2022-11-23,2023-01-08,Exceeded my expectations!
Sri-Lanka,Nachos,27,['Maize'],2,Poor,45,1215,2020-08-21,2020-09-30,2020-11-19,"Not great, needs improvement."
Nepal,Ketchup,60,['Tomato'],3,Average,55,3300,2021-09-12,2021-10-24,2021-12-11,Decent product overall.
Bangladesh,Nachos,92,['Maize'],0,No Feedback,35,3220,2021-01-16,2021-04-02,2021-04-16,No feedback
Bangladesh,Ketchup,56,['Tomato'],1,Very Poor,45,2520,2025-07-24,2025-10-10,2025-10-22,Very poor quality.
Sri-Lanka,Nachos,28,['Maize'],5,Excellent,45,1260,2021-06-26,2021-07-25,2021-09-24,Outstanding product quality!
India,Ketchup,82,['Tomato'],2,Poor,60,4920,2024-06-16,2024-07-29,2024-09-14,Not what I expected.
Pakistan,Cookie,76,"['Barley', 'Sugar']",4,Good,75,5700,2023-10-23,2023-12-19,2024-01-21,Satisfactory purchase.
Bangladesh,Cookie,84,"['Barley', 'Sugar']",3,Average,80,6720,2023-08-11,2023-10-03,2023-11-09,Okay for the price.
Bhutan,Biscuit,95,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,2375,2023-10-08,2023-12-02,2024-01-06,Absolutely loved it!
Sri-Lanka,Biscuit,16,"['Wheat', 'Sugar', 'Barley']",4,Good,22,352,2022-06-26,2022-08-28,2022-09-24,Quite happy with the product.
Nepal,Ketchup,75,['Tomato'],4,Good,55,4125,2025-03-13,2025-05-03,2025-06-11,Satisfactory purchase.
Nepal,Biscuit,83,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,1992,2021-07-08,2021-08-10,2021-10-06,"Not great, needs improvement."
Bangladesh,Khari,49,['Cumin'],4,Good,20,980,2021-09-09,2021-10-16,2021-12-08,Quite happy with the product.
India,Biscuit,94,"['Wheat', 'Sugar', 'Barley']",4,Good,20,1880,2022-01-28,2022-02-27,2022-04-28,Satisfactory purchase.
Sri-Lanka,Toffee,60,['Sugar'],0,No Feedback,10,600,2020-01-14,2020-03-01,2020-04-13,No feedback
Nepal,Ketchup,93,['Tomato'],0,No Feedback,55,5115,2024-05-26,2024-06-13,2024-08-24,No feedback
Sri-Lanka,Khari,58,['Cumin'],5,Excellent,35,2030,2023-02-08,2023-03-13,2023-05-09,Exceeded my expectations!
Pakistan,Cookie,30,"['Barley', 'Sugar']",1,Very Poor,75,2250,2023-04-03,2023-05-04,2023-07-02,Would not recommend.
Bhutan,Toffee,56,['Sugar'],2,Poor,15,840,2023-02-20,2023-04-07,2023-05-21,Not what I expected.
Pakistan,Khari,22,['Cumin'],0,No Feedback,25,550,2021-01-19,2021-02-07,2021-04-19,No feedback
Nepal,Ketchup,76,['Tomato'],1,Very Poor,55,4180,2024-09-24,2024-12-10,2024-12-23,Would not recommend.
Nepal,Toffee,13,['Sugar'],4,Good,15,195,2022-06-03,2022-08-03,2022-09-01,Satisfactory purchase.
Bhutan,Toffee,26,['Sugar'],2,Poor,15,390,2024-09-08,2024-11-30,2024-12-07,"Not great, needs improvement."
Bangladesh,Khari,50,['Cumin'],5,Excellent,20,1000,2020-07-16,2020-10-08,2020-10-14,Outstanding product quality!
Pakistan,Banana Chips,52,['Banana'],2,Poor,30,1560,2022-09-25,2022-10-15,2022-12-24,Below average product.
Bangladesh,Ketchup,52,['Tomato'],0,No Feedback,45,2340,2020-08-17,2020-10-31,2020-11-15,No feedback
Bangladesh,Nachos,58,['Maize'],4,Good,35,2030,2022-03-18,2022-06-08,2022-06-16,Satisfactory purchase.
India,Cookie,38,"['Barley', 'Sugar']",0,No Feedback,100,3800,2024-03-28,2024-05-27,2024-06-26,No feedback
India,Maggi,66,['Wheat'],2,Poor,25,1650,2022-12-12,2023-03-02,2023-03-12,Below average product.
Bangladesh,Pasta,94,"['Wheat', 'Barley']",2,Poor,95,8930,2025-03-05,2025-04-09,2025-06-03,Below average product.
India,Nachos,90,['Maize'],1,Very Poor,65,5850,2023-10-27,2024-01-09,2024-01-25,Would not recommend.
Nepal,Pie,34,['Sugar'],0,No Feedback,45,1530,2020-05-20,2020-07-26,2020-08-18,No feedback
Bhutan,Maggi,94,['Wheat'],3,Average,25,2350,2023-04-04,2023-06-28,2023-07-03,Decent product overall.
India,Biscuit,89,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,1780,2020-10-17,2020-11-27,2021-01-15,Not what I expected.
Nepal,Pasta,40,"['Wheat', 'Barley']",4,Good,100,4000,2020-02-07,2020-03-16,2020-05-07,"Good product, no issues."
India,Ketchup,31,['Tomato'],3,Average,60,1860,2021-12-26,2022-03-04,2022-03-26,"Average product, nothing special."
